0.000000 0.000000 0.000000 0.000000
0.000000 0.007812 0.000000 0.000000
0.000000 0.015625 0.000000 0.000000
0.000000 0.023438 0.000000 0.000000
0.000000 0.031250 0.000000 0.000000
0.000000 0.039062 0.000000 0.000000
0.000000 0.046875 0.000000 0.000000
0.000000 0.054688 0.000000 0.000000
0.000000 0.062500 0.000000 0.000000
0.000000 0.070312 0.000000 0.000000
0.000000 0.078125 0.000000 0.000000
0.000000 0.085938 0.000000 0.000000
0.000000 0.093750 0.000000 0.000000
0.000000 0.101562 0.000000 0.000000
0.000000 0.109375 0.000000 0.000000
0.000000 0.117188 0.000000 0.000000
0.000000 0.125000 0.000000 0.000000
0.000000 0.132812 0.000000 0.000000
0.000000 0.140625 0.000000 0.000000
0.000000 0.148438 0.000000 0.000000
0.000000 0.156250 0.000000 0.000000
0.000000 0.164062 0.000000 0.000000
0.000000 0.171875 0.000000 0.000000
0.000000 0.179688 0.000000 0.000000
0.000000 0.187500 0.000000 0.000000
0.000000 0.195312 0.000000 0.000000
0.000000 0.203125 0.000000 0.000000
0.000000 0.210938 0.000000 0.000000
0.000000 0.218750 0.000000 0.000000
0.000000 0.226562 0.000000 0.000000
0.000000 0.234375 0.000000 0.000000
0.000000 0.242188 0.000000 0.000000
0.000000 0.250000 0.000000 0.000000
0.000000 0.257812 0.000000 0.000000
0.000000 0.265625 0.000000 0.000000
0.000000 0.273438 0.000000 0.000000
0.000000 0.281250 0.000000 0.000000
0.000000 0.289062 0.000000 0.000000
0.000000 0.296875 0.000000 0.000000
0.000000 0.304688 0.000000 0.000000
0.000000 0.312500 0.000000 0.000000
0.000000 0.320312 0.000000 0.000000
0.000000 0.328125 0.000000 0.000000
0.000000 0.335938 0.000000 0.000000
0.000000 0.343750 0.000000 0.000000
0.000000 0.351562 0.000000 0.000000
0.000000 0.359375 0.000000 0.000000
0.000000 0.367188 0.000000 0.000000
0.000000 0.375000 0.000000 0.000000
0.000000 0.382812 0.000000 0.000000
0.000000 0.390625 0.000000 0.000000
0.000000 0.398438 0.000000 0.000000
0.000000 0.406250 0.000000 0.000000
0.000000 0.414062 0.000000 0.000000
0.000000 0.421875 0.000000 0.000000
0.000000 0.429688 0.000000 0.000000
0.000000 0.437500 0.000000 0.000000
0.000000 0.445312 0.000000 0.000000
0.000000 0.453125 0.000000 0.000000
0.000000 0.460938 0.000000 0.000000
0.000000 0.468750 0.000000 0.000000
0.000000 0.476562 0.000000 0.000000
0.000000 0.484375 0.000000 0.000000
0.000000 0.492188 0.000000 0.000000
0.000000 0.500000 0.000000 0.000000
0.007812 0.000000 0.000032 0.007751
0.007812 0.007812 0.000040 0.007749
0.007812 0.015625 0.000042 0.007742
0.007812 0.023438 0.000042 0.007730
0.007812 0.031250 0.000042 0.007714
0.007812 0.039062 0.000042 0.007693
0.007812 0.046875 0.000042 0.007668
0.007812 0.054688 0.000042 0.007637
0.007812 0.062500 0.000041 0.007603
0.007812 0.070312 0.000041 0.007563
0.007812 0.078125 0.000041 0.007519
0.007812 0.085938 0.000041 0.007471
0.007812 0.093750 0.000041 0.007418
0.007812 0.101562 0.000040 0.007360
0.007812 0.109375 0.000040 0.007298
0.007812 0.117188 0.000040 0.007232
0.007812 0.125000 0.000039 0.007161
0.007812 0.132812 0.000039 0.007086
0.007812 0.140625 0.000038 0.007007
0.007812 0.148438 0.000038 0.006924
0.007812 0.156250 0.000037 0.006836
0.007812 0.164062 0.000037 0.006744
0.007812 0.171875 0.000036 0.006649
0.007812 0.179688 0.000036 0.006549
0.007812 0.187500 0.000035 0.006445
0.007812 0.195312 0.000035 0.006337
0.007812 0.203125 0.000034 0.006226
0.007812 0.210938 0.000034 0.006111
0.007812 0.218750 0.000033 0.005992
0.007812 0.226562 0.000032 0.005869
0.007812 0.234375 0.000032 0.005743
0.007812 0.242188 0.000031 0.005614
0.007812 0.250000 0.000030 0.005481
0.007812 0.257812 0.000029 0.005345
0.007812 0.265625 0.000029 0.005206
0.007812 0.273438 0.000028 0.005063
0.007812 0.281250 0.000027 0.004917
0.007812 0.289062 0.000026 0.004769
0.007812 0.296875 0.000025 0.004618
0.007812 0.304688 0.000025 0.004463
0.007812 0.312500 0.000024 0.004306
0.007812 0.320312 0.000023 0.004147
0.007812 0.328125 0.000022 0.003985
0.007812 0.335938 0.000021 0.003821
0.007812 0.343750 0.000020 0.003654
0.007812 0.351562 0.000019 0.003485
0.007812 0.359375 0.000018 0.003314
0.007812 0.367188 0.000017 0.003141
0.007812 0.375000 0.000016 0.002966
0.007812 0.382812 0.000016 0.002790
0.007812 0.390625 0.000015 0.002611
0.007812 0.398438 0.000014 0.002431
0.007812 0.406250 0.000013 0.002250
0.007812 0.414062 0.000012 0.002067
0.007812 0.421875 0.000011 0.001883
0.007812 0.429688 0.000010 0.001698
0.007812 0.437500 0.000009 0.001512
0.007812 0.445312 0.000008 0.001325
0.007812 0.453125 0.000007 0.001137
0.007812 0.460938 0.000006 0.000949
0.007812 0.468750 0.000004 0.000760
0.007812 0.476562 0.000003 0.000570
0.007812 0.484375 0.000002 0.000380
0.007812 0.492188 0.000001 0.000190
0.007812 0.500000 0.000000 0.000000
0.015625 0.000000 0.000033 0.015381
0.015625 0.007812 0.000041 0.015376
0.015625 0.015625 0.000043 0.015362
0.015625 0.023438 0.000044 0.015339
0.015625 0.031250 0.000044 0.015307
0.015625 0.039062 0.000043 0.015265
0.015625 0.046875 0.000043 0.015214
0.015625 0.054688 0.000054 0.015154
0.015625 0.062500 0.000056 0.015085
0.015625 0.070312 0.000056 0.015007
0.015625 0.078125 0.000056 0.014920
0.015625 0.085938 0.000056 0.014824
0.015625 0.093750 0.000056 0.014719
0.015625 0.101562 0.000055 0.014605
0.015625 0.109375 0.000055 0.014482
0.015625 0.117188 0.000054 0.014350
0.015625 0.125000 0.000054 0.014210
0.015625 0.132812 0.000053 0.014061
0.015625 0.140625 0.000053 0.013904
0.015625 0.148438 0.000052 0.013739
0.015625 0.156250 0.000051 0.013565
0.015625 0.164062 0.000051 0.013383
0.015625 0.171875 0.000050 0.013193
0.015625 0.179688 0.000049 0.012995
0.015625 0.187500 0.000048 0.012789
0.015625 0.195312 0.000048 0.012575
0.015625 0.203125 0.000047 0.012354
0.015625 0.210938 0.000046 0.012125
0.015625 0.218750 0.000045 0.011890
0.015625 0.226562 0.000044 0.011647
0.015625 0.234375 0.000043 0.011396
0.015625 0.242188 0.000042 0.011140
0.015625 0.250000 0.000041 0.010876
0.015625 0.257812 0.000040 0.010606
0.015625 0.265625 0.000039 0.010329
0.015625 0.273438 0.000038 0.010046
0.015625 0.281250 0.000037 0.009758
0.015625 0.289062 0.000036 0.009463
0.015625 0.296875 0.000035 0.009162
0.015625 0.304688 0.000034 0.008856
0.015625 0.312500 0.000033 0.008545
0.015625 0.320312 0.000031 0.008229
0.015625 0.328125 0.000030 0.007907
0.015625 0.335938 0.000029 0.007581
0.015625 0.343750 0.000028 0.007250
0.015625 0.351562 0.000027 0.006915
0.015625 0.359375 0.000025 0.006576
0.015625 0.367188 0.000024 0.006233
0.015625 0.375000 0.000023 0.005886
0.015625 0.382812 0.000021 0.005535
0.015625 0.390625 0.000020 0.005182
0.015625 0.398438 0.000019 0.004825
0.015625 0.406250 0.000017 0.004465
0.015625 0.414062 0.000016 0.004102
0.015625 0.421875 0.000015 0.003737
0.015625 0.429688 0.000013 0.003370
0.015625 0.437500 0.000012 0.003001
0.015625 0.445312 0.000010 0.002630
0.015625 0.453125 0.000009 0.002257
0.015625 0.460938 0.000008 0.001883
0.015625 0.468750 0.000006 0.001508
0.015625 0.476562 0.000005 0.001131
0.015625 0.484375 0.000003 0.000755
0.015625 0.492188 0.000002 0.000377
0.015625 0.500000 0.000000 0.000000
0.023438 0.000000 0.000042 0.022888
0.023438 0.007812 0.000044 0.022881
0.023438 0.015625 0.000056 0.022861
0.023438 0.023438 0.000059 0.022826
0.023438 0.031250 0.000059 0.022778
0.023438 0.039062 0.000049 0.022716
0.023438 0.046875 0.000046 0.022640
0.023438 0.054688 0.000045 0.022551
0.023438 0.062500 0.000045 0.022448
0.023438 0.070312 0.000058 0.022332
0.023438 0.078125 0.000048 0.022202
0.023438 0.085938 0.000059 0.022059
0.023438 0.093750 0.000061 0.021903
0.023438 0.101562 0.000061 0.021733
0.023438 0.109375 0.000061 0.021550
0.023438 0.117188 0.000060 0.021355
0.023438 0.125000 0.000060 0.021146
0.023438 0.132812 0.000059 0.020925
0.023438 0.140625 0.000059 0.020691
0.023438 0.148438 0.000058 0.020444
0.023438 0.156250 0.000057 0.020186
0.023438 0.164062 0.000057 0.019915
0.023438 0.171875 0.000056 0.019632
0.023438 0.179688 0.000055 0.019337
0.023438 0.187500 0.000054 0.019031
0.023438 0.195312 0.000053 0.018713
0.023438 0.203125 0.000052 0.018384
0.023438 0.210938 0.000051 0.018044
0.023438 0.218750 0.000050 0.017693
0.023438 0.226562 0.000049 0.017331
0.023438 0.234375 0.000048 0.016959
0.023438 0.242188 0.000047 0.016577
0.023438 0.250000 0.000046 0.016184
0.023438 0.257812 0.000045 0.015782
0.023438 0.265625 0.000044 0.015371
0.023438 0.273438 0.000043 0.014950
0.023438 0.281250 0.000042 0.014520
0.023438 0.289062 0.000040 0.014082
0.023438 0.296875 0.000039 0.013634
0.023438 0.304688 0.000038 0.013179
0.023438 0.312500 0.000036 0.012716
0.023438 0.320312 0.000035 0.012245
0.023438 0.328125 0.000034 0.011767
0.023438 0.335938 0.000032 0.011282
0.023438 0.343750 0.000031 0.010789
0.023438 0.351562 0.000030 0.010291
0.023438 0.359375 0.000028 0.009786
0.023438 0.367188 0.000027 0.009275
0.023438 0.375000 0.000025 0.008759
0.023438 0.382812 0.000024 0.008237
0.023438 0.390625 0.000022 0.007711
0.023438 0.398438 0.000021 0.007180
0.023438 0.406250 0.000019 0.006644
0.023438 0.414062 0.000018 0.006105
0.023438 0.421875 0.000016 0.005561
0.023438 0.429688 0.000015 0.005015
0.023438 0.437500 0.000013 0.004465
0.023438 0.445312 0.000012 0.003913
0.023438 0.453125 0.000010 0.003358
0.023438 0.460938 0.000009 0.002802
0.023438 0.468750 0.000007 0.002243
0.023438 0.476562 0.000005 0.001684
0.023438 0.484375 0.000004 0.001123
0.023438 0.492188 0.000002 0.000562
0.023438 0.500000 0.000000 0.000000
0.031250 0.000000 0.000055 0.030273
0.031250 0.007812 0.000071 0.030264
0.031250 0.015625 0.000079 0.030237
0.031250 0.023438 0.000081 0.030191
0.031250 0.031250 0.000082 0.030128
0.031250 0.039062 0.000079 0.030046
0.031250 0.046875 0.000078 0.029946
0.031250 0.054688 0.000077 0.029828
0.031250 0.062500 0.000077 0.029692
0.031250 0.070312 0.000080 0.029538
0.031250 0.078125 0.000078 0.029366
0.031250 0.085938 0.000079 0.029177
0.031250 0.093750 0.000080 0.028970
0.031250 0.101562 0.000080 0.028745
0.031250 0.109375 0.000080 0.028504
0.031250 0.117188 0.000079 0.028245
0.031250 0.125000 0.000078 0.027969
0.031250 0.132812 0.000078 0.027676
0.031250 0.140625 0.000077 0.027367
0.031250 0.148438 0.000076 0.027041
0.031250 0.156250 0.000075 0.026699
0.031250 0.164062 0.000074 0.026341
0.031250 0.171875 0.000073 0.025966
0.031250 0.179688 0.000072 0.025577
0.031250 0.187500 0.000071 0.025171
